author,commits_number,bug_commits_number,total_fix_distance,total_find_bug_time,total_fix_bug_time
Zoran Markovic,5,1,2.0,90688590.0,189219328.0
Zong-Zhe Yang,11,1,1.0,4138414.0,4138414.0
Zhichang Yuan,5,3,4.0,58613972.0,102056009.0
Zhao Chen,5,1,1.0,935347.0,935347.0
Yi Sun,5,1,1.0,14919486.0,14919486.0
Y.b. Lu,5,1,1.0,350511.0,350511.0
Xiaowei Song,5,1,1.0,24879313.0,24879313.0
Wei Dong,5,1,6.0,35587843.0,203788106.0
Voon Weifeng,9,1,1.0,330954.0,330954.0
Vidyullatha Kanchanapally,5,1,1.0,16970997.0,16970997.0
Vidya Srinivas,5,1,1.0,3683702.0,3683702.0
Venkat Venkatsubra,5,1,1.0,94761570.0,94761570.0
Venkata Duvvuru,5,1,1.0,5018553.0,5018553.0
Ulrich Weigand,6,1,1.0,109735470.0,109735470.0
Subodh Nijsure,5,1,1.0,12492187.0,12492187.0
Steve Rutherford,6,3,3.0,91894180.0,91894180.0
Slava Shwartsman,5,1,1.0,108646990.0,108646990.0
Simon Xiao,5,1,3.0,6223988.0,16322699.0
Shinta Sugimoto,5,2,4.0,588268962.0,588433827.0
Shao Fu,5,1,2.0,9933973.0,21623136.0
Sergey Yanovich,5,1,1.0,3623245.0,3623245.0
Saranya Gopal,5,2,2.0,10618298.0,10618298.0
Sanskriti Sharma,5,1,1.0,7602520.0,7602520.0
Rui Feng,6,2,2.0,8197496.0,8197496.0
Robert Walker,5,1,1.0,17717691.0,17717691.0
Rishabh Bhatnagar,6,1,1.0,1675567.0,1675567.0
Rayagond Kokatanur,5,2,7.0,271743691.0,411748552.0
Rajagopal Venkat,5,1,2.0,63285697.5,211687304.0
Raghav Dogra,5,1,1.0,29735649.0,29735649.0
Qiufang Dai,5,1,1.0,1427223.0,1427223.0
Pierre-Hugues Husson,5,1,1.0,4070340.0,4070340.0
Nan Li,5,1,3.0,7382908.0,15282413.0
Mircea Gherzan,5,1,1.25,60466808.75,72729185.75
Mike Crowe,5,1,1.0,275476087.0,275476087.0
Michael LeMay,5,1,5.0,66.0,409020449.0
Maximilian Luz,5,2,2.0,18470392.0,18470392.0
Marta Rybczynska,5,1,1.0,3603618.0,3603618.0
Marina Varshaver,5,1,1.0,7915982.0,7915982.0
Ma Jun,6,1,1.0,44207931.0,44207931.0
Luca Olivetti,5,1,3.0,161140584.0,392071335.0
Li Xu,5,2,2.0,6632333.0,6632333.0
Lior Cohen,5,1,2.5,9246701.5,20319814.0
KV Sujith,5,1,4.0,74790967.0,143135541.0
Kristian Klausen,6,1,1.0,504895.0,504895.0
Kozlov Sergey,5,1,1.0,4090339.0,4090339.0
Khouloud Touil,6,1,1.0,255010.0,255010.0
Kenjiro Nakayama,5,1,1.0,4851742.0,4851742.0
Kemi Wang,5,2,3.0,3023098.0,40520435.0
Kei Tokunaga,5,1,2.3333333333333335,62368604.333333336,264582917.66666666
Kapileshwar Singh,5,1,1.0,23503471.0,23503471.0
Kalyan Thota,8,1,1.0,5091507.0,5091507.0
Junwei Hu,5,1,1.375,272251.0,306030.5
Jun Chen,5,1,2.0,76129692.0,139533414.0
Julien Grossholtz,5,1,1.0,2420571.0,2420571.0
John Muir,5,1,3.0,191977931.0,281365097.0
jiada wang,5,2,2.0,48297052.0,48297052.0
Jerome Anand,5,3,3.0,13901878.0,13901878.0
Jeff Barnhill,5,1,1.0,259968.0,259968.0
Jan Niehusmann,5,1,1.0,2289793.0,2289793.0
Jacob Siverskog,5,1,1.0,53014495.0,53014495.0
Jackie Li,5,1,1.0,816628.0,816628.0
Ivan Hu,5,1,1.0,36830956.0,36830956.0
Horatiu Vultur,24,1,1.0,307977.0,307977.0
Horace Chen,5,1,1.0,2084903.0,2084903.0
Helmut Klein,5,1,1.0,14322162.0,14322162.0
Hechao Li,5,1,1.0,4396445.0,4396445.0
Harry Morris,5,1,1.0,14508446.0,14508446.0
Gu JinXiang,5,1,1.0,6129926.0,6129926.0
Greg Suarez,5,1,1.0,4477094.0,4477094.0
Gangfeng Huang,5,1,1.0,55600016.0,55600016.0
Furquan Shaikh,5,1,1.0,3494977.0,3494977.0
Forrest Liu,5,1,2.0,20453608.25,23033726.75
Ethan Lien,5,1,1.0,16943583.0,16943583.0
Erwan Velu,6,1,1.0,4082710.0,4082710.0
Erico Nunes,5,1,2.0,2046438.0,2110563.0
Eric Jeong,5,1,1.5,6408507.0,9692631.0
Dingchen Zhang,5,1,1.0,10881533.0,10881533.0
Diego Dorta,5,1,1.0,5810681.0,5810681.0
David Bauer,6,1,1.0,17918066.0,17918066.0
Daniel Campello,6,1,1.0,5363462.0,5363462.0
Christina Jacob,5,1,1.0,787773.0,787773.0
Christian Kellner,5,1,1.0,11777975.0,11777975.0
Bartlomiej Dudek,5,2,2.0,20631164.0,20631164.0
Avi Fishman,5,1,1.0,612241.0,612241.0
Austin Christ,5,1,1.0,1747075.0,1747075.0
Ashley Lai,5,2,4.0,133815620.0,187203748.0
Aravinda Prasad,5,1,1.0,10803999.0,10803999.0
Anoob Soman,5,1,1.5,11464311.0,11513565.0
Allen Yan,5,1,1.0,16515115.0,16515115.0
Alexey Perevalov,5,1,1.0,32269139.0,32269139.0
Alexandr Smirnov,5,1,3.0,237173393.0,290281467.0
Alexandre GRIVEAUX,5,1,1.0,13558738.0,13558738.0
Alexander Bersenev,7,1,2.0,14245357.0,48507565.0
Adi Nissim,5,1,1.0,5596664.0,5596664.0
Abhijeet Kumar,5,1,1.0,10452615.0,10452615.0
Zhongzhu Liu,6,1,1.0,12154728.0,12154728.0
Yoshiki Komachi,7,1,1.0,3875120.0,3875120.0
yong mao,7,1,3.0,18555591.0,58682325.0
Yana Esina,6,2,3.0,14269247.0,15661274.0
Xue Liu,6,1,1.0,787461.0,787461.0
Xavier Deguillard,6,2,6.0,4764879.75,184254411.0
Wenpeng Liang,10,1,1.0,1173608.0,1173608.0
Weilin Chang,6,1,1.0,86412.0,86412.0
Weike Chen,6,1,2.0,1909753.0,50797981.0
Vikas Gupta,6,2,2.0,7597455.0,7597455.0
Vijay Viswanath,6,2,2.0,18132134.0,18132134.0
Vabhav Sharma,6,1,2.0,33628517.0,44133403.0
Tzipi Peres,6,1,1.0,8459830.0,8459830.0
Troy Tan,6,1,2.0,22766031.0,111257822.0
Tri Vo,6,1,1.0,600727.0,600727.0
Thomas Pfaff,6,1,2.0,335873.0,227141008.0
Stefan Chulski,6,3,3.0,1693136.0,1693136.0
Shaobo Xu,6,2,3.666666666666667,55997848.0,75897195.0
Shane Wang,6,1,1.0,277456635.0,277456635.0
Sanidhya Kashyap,6,2,2.0,72074957.0,72074957.0
Sandeep Tripathy,6,1,1.0,1338409.0,1338409.0
Sandeep Singh,6,2,2.0,61451074.0,61451074.0
Robert Lippert,6,1,2.0,25054127.0,43411999.0
Qing Huang,6,1,1.0,653378.0,653378.0
Purushottam Kushwaha,6,1,1.0,440905.0,440905.0
Przemyslaw Gaj,6,1,1.0,2032508.0,2032508.0
Praveen Madhavan,6,1,1.0,72069137.0,72069137.0
Prasad Sodagudi,6,1,1.0,10866704.0,10866704.0
Piotr Bugalski,6,2,5.0,11060774.0,35004947.0
Pierre Tardy,6,2,4.0,158834717.0,482688641.0
Oussama Ghorbel,6,1,3.0,81178124.0,164401971.0
Nikhil Mahale,6,2,2.0,7376767.0,7376767.0
Nick Terrell,6,1,2.0,11006536.0,24037944.0
Nandita Dukkipati,6,1,1.0,102254795.0,102254795.0
Murthy Bhat,6,1,1.0,9397655.0,9397655.0
Michael Moese,6,1,1.0,50740555.0,50740555.0
Michael Hund,6,1,2.2,184502386.1,450730464.0
Maximilian Schneider,6,1,1.0,181034093.0,181034093.0
Mark Tomlinson,6,1,1.0,100123772.0,100123772.0
Mario Schuknecht,6,2,8.0,208928672.0,261710295.0
Maria Dimakopoulou,6,1,1.0416666666666667,15282939.5,15947415.0
Larry Woodman,6,1,1.5,265196351.5,341227119.0
Lance Ortiz,6,1,2.0,13070503.0,194181505.0
Kevin Brodsky,6,1,1.0,30229607.0,30229607.0
Karoly Pados,6,1,1.0,9585052.0,9585052.0
Justin Skists,6,1,1.0,383848.0,383848.0
Jun Piao,6,1,1.0,23676327.0,23676327.0
Jeremy Soller,6,2,2.0,4366784.0,4366784.0
Jaechul Lee,6,1,2.6666666666666665,45273385.333333336,64697670.0
Jack Yu,9,2,2.0,1400159.0,1400159.0
Jacky Bai,6,1,1.0,17248515.0,17248515.0
Hongwei Zhang,6,1,1.0,3249785.0,3249785.0
Haggai Abramonvsky,6,1,2.5,12046124.0,85134984.0
Guillaume Gardet,6,1,1.0,5335586.0,5335586.0
G Kranthi,6,1,1.0,187899.0,187899.0
Giuseppe Barba,6,2,3.0833333333333335,55962393.583333336,72202242.41666666
Freddy Xin,6,1,1.0,175991860.0,175991860.0
Francis Yan,6,2,2.0,64220180.0,64220180.0
Eric Caruso,6,1,1.0,3628188.0,3628188.0
Erel Geron,7,1,1.0,2343121.0,2343121.0
Douglas Fuller,6,1,1.0,115458426.0,115458426.0
Divya Indi,6,1,1.0,10100286.0,10100286.0
Denis Osterland,6,1,1.0,2929872.0,2929872.0
Deepak Khungar,6,1,1.0,16016821.0,16016821.0
David Laight,7,1,1.0,4805378.0,4805378.0
David Dai,12,1,1.0,28482150.0,28482150.0
Dan Robertson,6,1,1.0,2311659.0,2311659.0
Cosmin-Gabriel Samoila,6,1,1.0,174862.0,174862.0
Bhanu Gollapudi,6,1,2.3333333333333335,86196498.66666667,251475546.0
Ben Chuang,9,1,1.0,13917916.0,13917916.0
Avinash Repaka,6,1,1.0,76767202.0,76767202.0
Ariej Marjieh,6,1,1.5555555555555556,11635275.111111112,23898592.0
Andrew Honig,6,1,1.0,63920487.0,63920487.0
Amir Hanania,6,1,3.5,24470228.5,168407754.0
Alin Nastac,6,3,3.25,15885442.75,18573432.0
Alexander Kappner,6,2,2.0,4901783.0,4901783.0
Aleksei Gimbitskii,6,1,1.0,1718311.0,1718311.0
Akash Gajjar,6,1,1.0,15745100.0,15745100.0
Ajay Joshi,6,2,3.0,7996272.0,7996272.0
Zi Yan,7,2,2.0,4888659.0,4888659.0
Zeng Tao,7,1,1.0,40001649.0,40001649.0
Yalin Wang,7,1,2.0,82474528.0,139534670.0
Wan Zongshun,7,3,5.1,9584986.2,86903273.0
Vishal Mahaveer,7,1,2.0,16415826.0,63006063.0
Vanessa Maegima,7,1,1.3333333333333333,9004299.0,19507423.0
Tony Xie,7,1,1.0,1477208.0,1477208.0
Suraj Sumangala,7,1,2.4285714285714284,184617748.57142857,284956178.0
Stuart Hodgson,7,1,1.0,39691024.0,39691024.0
Stanislav Kholmanskikh,7,1,1.0,697340.0,697340.0
shamir rabinovitch,7,1,1.0,337930.0,337930.0
Shaker Daibes,7,1,1.0,406719.0,406719.0
Shachar Raindel,7,2,2.0,82840186.0,82840186.0
Sangwook Lee,7,1,1.0,133753155.0,133753155.0
Sandeep Maheswaram,23,1,1.0,2383918.0,2383918.0
Sainath Grandhi,7,1,1.0,12934920.0,12934920.0
Rik Snel,7,1,1.0,372334101.0,372334101.0
Raveendra Padasalagi,7,1,1.0,27817927.0,27817927.0
Praveen Paneri,7,1,4.0,1354436.0,16346331.0
Peter Krystad,12,1,2.5,1.0,1530688.5
Ondrej Kozina,7,1,1.0,6133700.0,6133700.0
Nobuo Iwata,7,1,2.0,31113030.0,102861341.0
Nick Cheng,7,1,3.0,87171152.0,202459193.0
Nagadheeraj Rottela,7,1,1.0,1797980.0,1797980.0
Michal Rostecki,12,1,1.0,2140687.0,2140687.0
Mauro Rossi,7,1,1.0,94583.0,94583.0
Matthew Minter,7,1,1.0,8348683.0,8348683.0
Matt Chen,7,1,1.0,11527262.0,11527262.0
Matjaz Hegedic,7,1,2.0,1208636.0,1535249.0
Marc St-Jean,7,2,5.0,19403844.0,635171593.0
Marc Orr,7,1,2.6666666666666665,1.0,22250252.0
Maggie Zhang,7,1,1.0,110316053.0,110316053.0
Luka Perkov,7,1,1.0,90252365.0,90252365.0
Long Cheng,8,1,1.0,4187660.0,4187660.0
Kelvin Cao,7,1,2.0,4132527.0,41527322.0
Juliet Kim,8,2,2.0,1275276.0,1275276.0
Jolly Shah,7,1,1.0,3158703.0,3158703.0
Johan Fjeldtvedt,7,1,2.0,703594.0,1813135.0
Jim Snow,7,1,1.0,20094955.0,20094955.0
Jim Davis,7,1,1.5,18440062.0,29487044.0
Jie Deng,7,1,1.0,1046694.0,1046694.0
Jianxin Pan,13,1,1.0,11509371.0,11509371.0
Jean-Christophe Trotin,7,1,1.0,3345955.0,3345955.0
Jan-Marek Glogowski,7,1,2.0,0.0,2857615.0
James Prestwood,7,1,2.0,4771148.0,7753877.0
Ivan Delalande,8,1,1.0,414255.0,414255.0
Huibin Hong,7,1,3.0,910700.0,15904367.0
Hebbar Gururaja,7,1,1.3333333333333333,39977941.333333336,45366271.0
Hassan Naveed,7,1,4.0,13763168.0,23139306.0
Harunobu Kurokawa,7,1,2.0,79263718.0,105077560.0
Grzegorz Andrejczuk,13,1,1.0,895482.0,895482.0
Gabriel Somlo,7,1,1.0,1209640.0,1209640.0
Francesco Virlinzi,7,1,7.0,4452941.5,148113286.0
Fariya Fatima,7,1,2.0,104430008.0,109962470.0
Eric Biederman,7,1,2.5,103304610.5,326986383.0
Egor Pomozov,7,2,2.0,699840.0,699840.0
Duncan Laurie,7,2,4.222222222222222,110714943.44444445,275375779.0
Dengcheng Zhu,7,1,1.0,10619287.0,10619287.0
Dave Penkler,7,2,2.5,30232596.5,37459807.0
Chris Elston,7,1,4.5,38938933.5,173988006.0
Charles McLachlan,7,1,1.0,4341771.0,4341771.0
Chao Fu,7,1,1.0,49350490.0,49350490.0
Brad Mouring,7,1,2.0,2725924.0,13889015.0
Antonio Murdaca,7,1,1.0,5956234.0,5956234.0
Alexander Tsoy,12,1,1.0,285726.0,285726.0
Alexander Couzens,7,1,1.0,24458562.0,24458562.0
Adrian Alonso,7,2,2.0,19491268.0,19491268.0
Aditya Shankar,7,2,2.0,70773784.0,70773784.0
Adam Wallis,7,1,1.0,5410510.0,5410510.0
Adam Langley,7,1,3.0,19345207.0,359118344.0
Abhishek Goel,7,1,1.0,29883866.0,29883866.0
Zeng Zhaoming,8,1,1.8571428571428572,192915611.7142857,255892687.7142857
Yelena Krivosheev,8,1,1.0,5433489.0,5433489.0
Yamin Friedman,10,2,2.0,21263304.0,21263304.0
Vishal Thanki,8,1,1.0,12542273.0,12542273.0
Steven Capper,8,1,1.0,104920751.0,104920751.0
Sreedhara DS,8,1,1.0,166041630.0,166041630.0
Ryan Grimm,8,1,2.0,15090107.5,18451944.0
Rongrong Zou,8,2,2.0,5633215.0,5633215.0
Roland Kammerer,8,1,1.0,98785.0,98785.0
Rob Swindell,8,1,2.0,12866543.0,51466167.0
Rafael Antognolli,9,1,1.0,660789.0,660789.0
QingFeng Hao,8,1,1.0,10357145.0,10357145.0
Pradeep Bhat,8,1,4.0,30286026.53846154,53150337.0
Pierre Moreau,8,1,2.0,-17611167.0,37716194.0
Pi-Cheng Chen,8,1,1.0,1343752.0,1343752.0
PC Liao,8,2,4.0,91046683.0,160458670.0
Omer Peleg,8,2,2.0,7712517.0,7712517.0
Ola Olsson,8,1,1.0,15155840.0,15155840.0
Mykola Lysenko,8,1,1.0,10303567.0,10303567.0
Min He,8,1,2.0,18484130.0,25085140.0
Michael Shych,8,1,1.5,17933831.0,35867659.0
Markus Brunner,8,1,1.0,2659526.0,2659526.0
Marek Kwaczynski,8,2,5.6,75085418.4,113505685.8
Manjunatha Halli,8,1,1.0,257118741.0,257118741.0
Maithili Hinge,8,1,2.3333333333333335,52581041.0,103426368.0
Linus Luessing,8,2,3.4,54506186.2,78346133.2
Kevin Darbyshire-Bryant,8,1,1.2857142857142858,820469.2857142857,1148657.0
Junjie Mao,8,1,1.0,1506926.0,1506926.0
Jordan Niethe,38,1,1.0,1476432.0,1476432.0
Jim Bride,8,2,4.6,26536085.6,33658261.2
Jan Kardell,8,1,1.0,13210396.0,13210396.0
Ilia Lin,8,3,3.0,13534372.0,13534372.0
Huang Zijiang,10,1,1.0,385127.0,385127.0
Hsin-Hsiung Wang,13,1,1.0,5146293.0,5146293.0
Gregoire Pichon,8,1,1.0,7777490.0,7777490.0
Graham Moore,8,1,1.0,11345233.0,11345233.0
Frank Mayhar,9,1,2.857142857142857,130922023.85714285,263501783.0
Florian Meier,8,1,1.5,107039451.25,137233403.0
Donald Sharp,8,1,1.0,1173470.0,1173470.0
Dilip Kota,11,1,1.0,906298.0,906298.0
Cristina Ciocan,8,4,6.666666666666666,42785046.0,155204262.0
CQ Tang,8,1,2.0,91338209.5,162609291.0
Chris Novakovic,8,1,1.0,1702311.0,1702311.0
Chintan Pandya,8,2,3.0,30114914.0,61627109.0
Carl Huang,8,1,1.0,1507310.0,1507310.0
Brad Bishop,8,2,6.0,9509.0,13559164.0
bob picco,8,1,1.0,2813782.0,2813782.0
Benjamin Beichler,8,3,3.0,32706712.0,32706712.0
Arun Chandran,8,2,9.0,13438669.666666668,93187319.22222222
Armando Visconti,8,1,1.0,273428833.0,273428833.0
Ansis Atteka,8,1,1.0,104335425.0,104335425.0
Andrei Varvara,8,1,1.0,139099823.0,139099823.0
Anders Darander,8,1,1.0,80835922.0,80835922.0
Anders Berg,8,1,2.5,60347869.5,112765287.0
Alex Lu,8,2,2.0,10938400.0,10938400.0
Ahmed Abdelsalam,10,2,2.666666666666667,16551480.0,35150196.0
Agustin Vega-Frias,8,2,2.0,5577966.0,5577966.0
Aditya Swarup,10,1,1.0,2154265.0,2154265.0
Adam Zerella,8,1,1.0,7607958.0,7607958.0
Zain Wang,9,1,1.6,73258276.2,101616066.0
Vennila Megavannan,9,1,2.857142857142857,16802393.0,52380219.28571428
Timo Wischer,9,2,2.0,12425937.0,12425937.0
Terje Bergstrom,9,2,2.0,65771393.0,65771393.0
Tariq Saeed,9,1,1.0,21686261.0,21686261.0
Taras Kondratiuk,9,2,2.0,8610250.0,8610250.0
Sri Deevi,9,1,4.25,154993568.75,206805279.75
Satish Ashok,9,3,4.5,218022582.0,222128162.0
Roman Yeryomin,9,1,1.0277777777777777,4979033.972222222,4979034.0
Richard Sailer,9,1,1.0,6730867.0,6730867.0
Richard Haines,10,3,3.4,97137600.2,99552975.0
Rana Shahout,9,4,8.5,29108341.0,106408567.0
Ramiro Oliveira,9,1,1.0,5675255.0,5675255.0
Rafal Ozieblo,9,3,4.0,37494995.0,119684460.0
Po Liu,14,5,7.0,37941520.0,110038138.0
Peter Geis,9,1,2.0,1571084.0,11732404.0
Oskari Lemmela,9,1,1.0,36151254.0,36151254.0
Nikesh Oswal,9,2,2.0,58756806.0,58756806.0
Mike Maloney,9,1,1.0,3771898.0,3771898.0
Maxim Altshul,9,1,1.0,11551132.0,11551132.0
Matt Mullins,9,1,2.0,5363348.0,6590752.0
Matti Aaltonen,9,1,1.0,278721118.0,278721118.0
Marco Angaroni,9,1,1.0,3545500.0,3545500.0
Manoj Kumar,9,1,2.0,26317805.0,30425027.5
Maksim Salau,9,1,1.0,1558805.0,1558805.0
Liming Sun,9,3,3.0,48230844.0,48230844.0
Ingi Kim,9,1,1.0,37699361.0,37699361.0
Ilya Maximets,9,1,1.0,874777.0,874777.0
Henry Burns,9,1,1.0,511806.0,511806.0
Helmut Buchsbaum,9,1,1.0,226519.0,226519.0
Hamish Martin,10,1,1.0,21935594.0,21935594.0
GhantaKrishnamurthy MohanKrishna,9,5,6.0,51659859.0,81875594.0
Gaurav Minocha,9,1,4.0,8703355.0,163811393.0
Francesco Fusco,9,1,1.0,93280188.0,93280188.0
Eunbong Song,9,1,2.5,34342215.0,115730150.0
Eric Garver,9,2,2.0,3453361.0,3453361.0
Emiliano Ingrassia,9,1,1.5,18583552.5,27853394.0
Einar Lueck,9,1,2.4,89324478.0,174021692.2
Dmitry Fomichev,9,1,1.0,735305.0,735305.0
Daniel Jeong,9,2,3.0,211248459.0,309380027.0
chunfan chen,9,1,1.0,1729991.0,1729991.0
Christophe Kerello,15,1,1.0,15328987.0,15328987.0
Christian Pellegrin,9,2,4.5,269129628.0,471047841.0
Christian Hemp,9,1,3.0,44999040.0,180723678.0
Chris Friesen,9,1,1.8333333333333333,47837597.166666664,61986692.0
Catalin Vasile,9,2,3.1333333333333333,42983827.93333333,92181552.8
Bogicevic Sasa,9,1,1.0,11784483.0,11784483.0
Azhar Shaikh,9,2,3.0,28019765.666666664,28149731.0
Andri Yngvason,9,1,1.0,109820.0,109820.0
Andrew Zaborowski,9,1,1.0,29423871.0,29423871.0
Alexandre Rames,9,1,1.0,72845606.0,72845606.0
Aleksey Babahin,9,1,2.5,19174964.0,175608468.0
Alain Knaff,9,1,1.0,187326709.0,187326709.0
Abhishek Pandit-Subedi,23,1,1.0,2634370.0,2634370.0
Yao Yuan,10,1,1.0,81640176.0,81640176.0
Yangyang Li,11,2,2.0,31949314.0,31949314.0
Yair Shachar,10,1,1.0,25563219.0,25563219.0
Wen Xiong,10,1,1.0,12608588.0,12608588.0
Vishwanath Pai,10,3,3.0,12030064.0,12030064.0
Vijay Immanuel,10,1,1.0,5395939.0,5395939.0
Tom Murphy,11,1,1.0,3427435.0,3427435.0
Sunil Muthuswamy,10,2,2.0,8451094.0,8451094.0
S Twiss,10,2,2.0,261874474.0,261874474.0
Steve Lin,10,1,1.0,13676670.0,13676670.0
Stephen Bates,10,1,1.0,1161308.0,1161308.0
Stephen Barber,10,2,2.0,83704299.0,83704299.0
Stanislav Lisovskiy,34,1,1.0,4129856.0,4129856.0
Srinivas Dasari,10,1,1.0,669709.0,669709.0
Siva Reddy,2,1,1.0,584870.0,584870.0
Shubhangi Shrivastava,10,2,3.0,1102710.0,10598301.0
Rick Edgecombe,11,1,1.0,2753961.0,2753961.0
Prasad Kanneganti,10,1,1.0,515061.0,515061.0
Pawan Gupta,10,2,2.0,8145902.0,8145902.0
Pavel Tikhomirov,10,1,1.0,62131191.0,62131191.0
Nicolas Royer,10,1,3.6666666666666665,135205364.0,233636369.0
Naidu Tellapati,10,2,2.0,14221134.0,14221134.0
Murton Liu,10,1,1.0,2416083.0,2416083.0
Mikhail Zaslonko,10,1,1.0,3008292.0,3008292.0
Michio Honda,10,1,2.111111111111111,71635332.0,120315199.22222222
Micah Morton,10,2,2.0,28373414.0,28373414.0
Matt Schulte,10,1,2.0,132299586.0,133054429.0
Mathieu Olivari,10,2,5.0,14731893.074074075,59542411.14814815
Matheus Castello,11,2,3.0,35390355.0,36989545.0
Markus Grabner,10,1,4.0,185305613.0,239015836.0
Lee Duncan,10,1,1.5,45642025.5,47686828.0
Krystian Garbaciak,10,2,2.0,244550592.0,244550592.0
Komal Shah,10,1,6.0,27819524.0,270812368.0
Kittipon Meesompop,10,1,1.0,16944925.0,16944925.0
Kent Gibson,12,2,3.0,11410315.0,10192484.0
Jun Gao,10,1,1.0,13981593.0,13981593.0
John Barberiz,10,1,1.0,2064753.0,2064753.0
Jia Zhang,10,1,1.0,1931805.0,1931805.0
Jiaxin Yu,10,1,1.0,311742.0,311742.0
Jian Hu,10,4,6.833333333333334,20129369.166666668,33356163.0
Jens Kuske,10,1,1.0,659946.0,659946.0
Jeffrey Carlyle,10,1,1.0,297260488.0,297260488.0
Jean-Michel Hautbois,10,1,1.0,10199083.0,10199083.0
Jaska Uimonen,13,2,2.0,1520569.0,1520569.0
Haixia Shi,10,1,1.0,472337.0,472337.0
Graeme Smecher,10,1,1.0,21799790.0,21799790.0
Eyal Reizer,10,2,2.0,1948497.0,1948497.0
Eugene Korenevsky,10,1,1.0,37003124.0,37003124.0
Eric Ren,10,1,1.0,4149743.0,4149743.0
Elen Song,10,2,4.0,52984598.0,217151059.0
Dave Taht,10,2,2.0,3085694.0,3085694.0
Daniel Mentz,10,1,1.0,1525281.0,1525281.0
Dan Ehrenberg,10,2,3.2857142857142856,103586941.14285715,210600663.0
Chen Zhong,10,1,1.3333333333333333,38098443.0,43353581.0
Cathy Avery,11,1,2.0,17000060.0,23644956.0
Brian Welty,10,1,1.0,93228798.0,93228798.0
Brian Vazquez,10,1,1.0,349058.0,349058.0
Bintian Wang,10,1,1.0,71128199.0,71128199.0
Bill O'Donnell,10,1,1.0,570088.0,570088.0
Ben Segall,10,2,3.833333333333333,181196141.19047618,246754913.1666667
Benoit Goby,10,1,1.0,53153190.0,53153190.0
Balaji Pothunoori,10,1,1.0,16590590.0,16590590.0
Arun Murthy,10,1,2.0,135631806.0,180849785.0
Arianna Avanzini,10,3,6.0,66404498.0,116709618.0
Andy Honig,10,1,2.0,55086975.0,214696708.0
Andreas Pape,10,1,2.0,1.0,22106475.0
Amber Jain,10,1,2.0,34946871.0,244943912.0
Alexandra Yates,10,2,2.0,49503269.0,49503269.0
Zumeng Chen,11,1,1.0,21309206.0,21309206.0
yuan linyu,11,1,1.0,249156.0,249156.0
Xiao Ni,11,1,1.5,6532427.5,13084297.0
Wincy Van,11,2,5.333333333333334,24766035.888888888,129674426.8888889
Wen He,11,1,1.0,4481464.0,4481464.0
Venkat Gopalakrishnan,11,2,3.0,50431926.0,83038450.0
Suwan Kim,11,1,1.0,4773756.0,4773756.0
srinivas pandruvada,11,1,2.5,96959558.0,143861275.0
Simon Xue,11,2,2.5,10143350.0,13524466.0
Shaun Tancheff,11,3,3.0,63622868.0,63622868.0
Sergio Prado,11,1,1.0,25915697.0,25915697.0
Ruchika Gupta,11,1,2.4705882352941178,47608711.058823526,125004425.58823529
Rony Efraim,11,3,5.5,151772822.0,257285502.0
Radu Pirea,12,1,1.0,10515729.0,10515729.0
Rabie Loulou,11,2,2.333333333333333,14446460.0,13238070.0
Philippe Cornu,11,1,1.0,76988.0,76988.0
Pawel Dembicki,14,2,2.5,4563118.5,4772723.0
Neelesh Gupta,11,2,2.0,168781156.0,168781156.0
Naveen Singh,11,1,1.0,206831651.0,206831651.0
Naveen M,11,1,2.0,13016243.0,20349798.0
Nandor Han,11,1,1.0,1314892.0,1314892.0
Moshe Lazer,11,1,1.0,5262374.0,5262374.0
Michael Tokarev,11,1,4.0,146553863.0,399382163.0
Michael Dalton,11,1,1.0,3253922.0,3253922.0
Max Krasnyansky,11,1,9.0,11482349.0,369422209.0
Matt Brown,11,4,6.666666666666667,24325844.333333332,55247019.0
Mark Asselstine,11,1,1.0,70693539.0,70693539.0
Marc Titinger,11,2,4.0,22625074.5,81097751.0
Manoj Naik,11,1,4.666666666666667,85669272.0,360054653.0
Manfred Rudigier,11,2,5.0,81964084.0,250849981.66666666
Luwei Kang,11,2,2.0,28868870.0,28868870.0
Lukasz Pawelczyk,11,2,2.0,172181761.0,172181761.0
Lennart Poettering,11,1,1.5,65033425.75,122174911.75
Lazar Alexei,11,1,1.0,2571466.875,2571466.875
Lakshmi Ramasubramanian,11,3,3.866666666666667,5737985.2,7978042.0
Jules Maselbas,11,2,2.0,6873705.0,6873705.0
Jonathan Kim,14,2,2.916666666666667,3664338.5833333335,5525643.0
Johan Korsnes,11,4,4.666666666666667,7483410.0,8002942.0
Jim Baxter,11,1,1.0,36834899.0,36834899.0
Jerry Chu,11,2,2.9,66515080.2,115629551.3
Ihar Hrachyshka,11,2,2.0,42440753.0,42440753.0
Hridya Valsaraju,11,1,1.0,3012305.0,3012305.0
Hong Xu,11,1,1.0,1093690.0,1093690.0
Hiraku Toyooka,11,1,1.3333333333333333,127746449.66666667,175008915.0
Duson Lin,11,1,1.0,14413747.0,14413747.0
Dragan Cvetic,11,3,3.0,9864066.0,9864066.0
Dongpo Li,11,3,4.25,64956673.0,103348644.0
David Riley,11,1,1.0,158261809.0,158261809.0
Courtney Cavin,11,2,2.0,5442511.0,5442511.0
CK Hu,10,2,4.0,37197174.5,122649138.0
